Timestamp,LeftElbow,RightElbow,LeftKnee,RightKnee,Prediccion
2025-07-16T17:07:51.820834,121.52368260814386,93.15017145177826,176.90239954087505,161.41889340970462,incorrecto
2025-07-16T17:07:51.919990,112.59957147761787,92.4254397936439,167.53046664611088,170.0939096996085,incorrecto
2025-07-16T17:07:51.960698,115.82995150446106,83.27212632444534,167.5421870858367,167.56899950847415,incorrecto
2025-07-16T17:07:52.008569,96.30149659241272,83.16159332564885,168.235226684045,177.6885204835947,incorrecto
2025-07-16T17:07:52.051603,105.75864468113471,81.02755780716181,167.47175606886472,172.60672464373195,incorrecto
2025-07-16T17:07:52.097001,110.37888694064007,83.13051863791407,166.3900851124713,171.79617407869776,incorrecto
2025-07-16T17:07:52.145700,104.65310023560274,88.62784824533335,163.89001898965705,176.72623601321712,incorrecto
2025-07-16T17:07:52.189407,108.18118184519392,92.37184886326217,166.7484676575219,178.60501700692242,incorrecto
2025-07-16T17:07:52.234326,106.18774056516709,91.70664815465177,168.4830495605293,177.5705396816394,incorrecto
2025-07-16T17:07:52.281613,110.47814082893431,90.53057795647727,169.88100714067926,178.8670988888867,incorrecto
2025-07-16T17:07:52.329005,109.89648791499852,84.85936120205129,172.2491602967075,177.07912084120835,incorrecto
2025-07-16T17:07:52.371946,103.25140334563963,92.34842431908547,172.46087511949068,175.4675382904528,incorrecto
2025-07-16T17:07:52.419657,82.01639586661831,120.82416113560755,177.23298337663294,178.69007466651985,incorrecto
2025-07-16T17:07:52.466958,85.38102740782858,73.82323002142797,176.24659514809207,177.04261726012243,incorrecto
2025-07-16T17:07:52.512755,90.59656006443088,70.06932629144275,175.56533156972904,176.24984114416162,incorrecto
2025-07-16T17:07:52.565233,89.25878449333334,72.91950483910762,173.99628817083294,176.84288540388673,incorrecto
2025-07-16T17:07:52.607548,87.03174219484053,75.83878405628094,173.79265019663774,173.7368605918517,incorrecto
2025-07-16T17:07:52.649873,89.41611090047425,88.04208325516365,172.98100872098402,174.27669279226615,incorrecto
2025-07-16T17:07:52.698443,101.29140280763151,88.29428265055364,171.03667606348444,176.78607717464212,incorrecto
2025-07-16T17:07:52.744512,139.10994064601212,84.26213138670737,170.45408213110176,170.14483105187873,incorrecto
2025-07-16T17:07:52.793121,151.37403834664042,85.35442918512526,107.21264732451893,176.3324686299844,incorrecto
2025-07-16T17:07:52.836596,134.8721554693934,84.81712976015739,131.9684156883457,172.79946756467896,incorrecto
2025-07-16T17:07:52.884149,134.82259429197572,84.41013123322759,141.29917836926953,119.55879276942238,incorrecto
2025-07-16T17:07:52.932472,152.23069462101168,85.2688732991125,112.9081259161912,13.836080628696607,incorrecto
2025-07-16T17:07:52.977263,142.57360641376968,86.63389055899114,146.19563845494955,156.5209566792329,incorrecto
2025-07-16T17:07:53.023700,144.35740763428782,87.56120321302902,147.86912266793132,178.03326733981547,incorrecto
2025-07-16T17:07:53.070657,156.81926199889557,90.38624827258951,111.3246969684564,40.3408612743043,incorrecto
2025-07-16T17:07:53.115269,164.9748844228617,92.12914966438926,8.223022847075692,171.47810940010353,incorrecto
2025-07-16T17:07:53.161847,178.40620224920048,95.21398773735899,158.737566754984,172.05236723498004,incorrecto
2025-07-16T17:07:53.210099,176.26609825945334,96.1789941762262,160.19278416657693,166.05710278813336,incorrecto
2025-07-16T17:07:53.256638,175.72101402470912,99.08997624350096,159.80141919038536,165.72314553461007,incorrecto
2025-07-16T17:07:53.301538,151.4789662824762,102.3230046555909,163.6156106487936,175.82495862811552,incorrecto
2025-07-16T17:07:53.348884,163.9348972391828,99.9459204059247,173.42271230019804,175.3988839968194,incorrecto
2025-07-16T17:07:53.396521,66.76916925967122,95.02748157706125,178.5773028895309,175.3828869902965,incorrecto
2025-07-16T17:07:53.445635,143.64515330475348,80.11655664973394,159.62295784184678,173.94403270089848,incorrecto
2025-07-16T17:07:53.489025,144.00377549140657,71.75472273563003,55.80278278970048,157.21768586659738,incorrecto
2025-07-16T17:07:53.535675,151.76610044185023,73.52755457185704,101.46645565266,158.41939393584275,incorrecto
2025-07-16T17:07:53.579516,111.38338197551124,76.05465808911886,74.61152084902153,166.31311261310705,incorrecto
2025-07-16T17:07:53.626938,115.40070973421123,85.31968891406433,112.63637300825481,132.59488189152228,incorrecto
2025-07-16T17:07:53.676119,128.45103893403964,81.11386454581103,140.72421201472648,141.17508461479983,incorrecto
2025-07-16T17:07:53.723930,162.3270168207403,111.48038407085802,93.2506014392294,123.93233399846,incorrecto
2025-07-16T17:07:53.768041,163.69259922232536,149.00828466801556,174.18876202355995,163.5516417405983,incorrecto
2025-07-16T17:07:53.815313,147.90258675188917,146.97332570393544,174.94499259275065,166.37482603025873,incorrecto
2025-07-16T17:07:53.864185,143.42555289444005,136.3026861964409,171.3194965877873,166.7474384095774,incorrecto
2025-07-16T17:07:53.908680,131.2754018227583,145.82105252023825,177.71429354489646,172.1587364810154,incorrecto
2025-07-16T17:07:53.955805,150.99989274916788,146.42239203566504,178.7173448337905,175.24551976528895,incorrecto
2025-07-16T17:07:54.002728,120.21271912376265,157.52534215817718,176.75709045070337,172.71002091423614,incorrecto
2025-07-16T17:07:54.049860,128.7016498220802,150.83429688218567,177.06277211049652,171.50350969931515,incorrecto
